id,titleMain,titleSub,shortName,displayMode,edition,authorKeyBnf,authorKeyPnd,authorKeyVIAF,authorKeySUDOC,authorKeyWikidata,author,mtlAuId,publisher,musicBy,mtPbId,collection,licence,target,genre,sous-genre,ambiance,wikidata,numistralSource,urlNotNumistral,bnfSource,source,authorKeyBnf2,authorKeyPnd2,author2,publisher2,publisherFirstEdition,mtPbIdFed,print,thisEdition,premiere,premiereDate,written,premiereCity,premiereTheater,nb actes,nb scenes/acte,hasScenes,castListLang,castListIntro,roleDescSeparator,lang,comments,synthesis
28,Lucie,Dramatisches Sittenbild in einem Aufzuge in Straßburger Mundart,greber-lucie,tei,,,,,,Q91904226,Julius Greber,5,Schlesier & Schweikhardt,,1,,,,drama,,urbaine,Q107433122,bpt6k91095596,,,Numistral,,,,,,,1896,,,,,,,1,14,,gsw,Personen:,,,,"La famille Engel est pauvre. Marie Engel, la mère, brosse les cheveux de sa fille Berthe, qui a 8 ans, et elles se demandent toutes les deux quand Lucie, la fille aînée de 18 ans, va rentrer à la maison. Joseph Engel, le père qui refuse de travailler pour gagner de l’argent, arrive saoul et se dispute avec la mère, car il a déjà dépensé tout l’argent que Lucie lui avait donné. Il prend le peu d’argent qu’il reste à Marie et part au bar et au restaurant. La mère se désole car il ne lui reste plus d’argent pour acheter à manger. Lucie rentre d’un dîner chez un homme fortuné. Elle rassure sa mère et lui donne de l’argent pour aller acheter le dîner. Lucie reste un moment avec Berthe, pour lui faire réviser son catéchisme. Berthe demande à Lucie ce qu’elle a fait durant la journée et Lucie dit qu’elle a travaillé au magasin, mais Berthe l’accuse de mentir car elle sait qu’elle n’y travaille plus depuis deux mois. Berthe demande à Lucie pourquoi des hommes lui offrent des bijoux, des cadeaux et de l’argent. Lucie ne répond pas. Un monsieur, Léon (docteur) Bajolewski, sonne et demande à parler à Lucie. Lucie et M. Bajolewski se connaissent, et il lui annonce qu’il va quitter la ville le soir même car il va travailler à Buenos Aires. Il propose à Lucie de venir avec à Buenos Aires, où elle pourrait occuper un poste de servante et gagner beaucoup d’argent. Il lui dit que plusieurs autres filles de son âge ont dit oui, et que le train part le soir même. Lucie hésite mais refuse car elle ne veut pas laisser sa petite sœur seule. M. Bajolewski lui donne 100 Mark pour la convaincre, et lui dit qu’il enverra quelqu’un la chercher et qu’elle a encore du temps pour prendre une décision. Il part.

Mme Engel parle avec leur voisine Mme Seltzer, dont le mari est très malade. Elle a appelé l’abbé pour que M. Seltzer reçoive les derniers sacrements. Mme Engel dit que pleurer ne changera rien, et l’accuse de faire semblant car une rumeur court comme quoi Mme Seltzer aurait une liaison avec un autre homme. Mme Seltzer est choquée et nie, et accuse Mme Engel d’être hypocrite car Lucie voit beaucoup d’hommes. L’abbé arrive et va chez Mme Seltzer. Quand l’abbé a terminé ses affaires chez Mme Seltzer, il demande à parler à Lucie. Il lui demande si elle est restée un enfant de dieu. Lucie fait semblant de ne pas comprendre, mais après plusieurs questions de l’abbé, avoue qu’elle est obligée de voir des hommes pour gagner assez d'argent pour nourrir la famille et payer l’école pour sa petite sœur. Elle lui explique que la situation est très compliquée et qu’elle n’a pas le choix. L’abbé lui explique qu’elle doit avoir confiance en Dieu et que pécher n’est pas une solution. Il lui propose de l’aider à oublier son passé et reconstruire sa vie dans un couvent, et de se trouver un homme avec qui se marier. Elle doit se rendre à la maison paroissiale le soir même et il l’aidera.

Le père rentre et se dispute avec l’abbé, qui repart. Une lettre arrive pour Lucie, où il est écrit qu’elle est convoquée au tribunal. Elle prend peur, et quand une femme envoyée par M. Bajolewski arrive pour la chercher, Lucie décide de partir avec elle. Elle fait ses adieux à sa mère, et laisse les 100 Marks pour Berthe. La mère et Berthe pleurent car Lucie est partie et qu’ils vont mourir de faim sans elle. Le père prend les 100 Marks et dit que Lucie est ingrate, mais qu’au moins, il leur reste une autre fille. (Synopsis by B. Hoff at the MeThAL project)





"
29,Yo-Yo!,E Geduldspiel in einem Akt,weber-yo-yo,tei,,,,,,Q97103623,Emile Weber,28,"Imprimerie de la Bourse, Strasbourg",,15,,,,comedy,geduldspiel,urbaine,Q106559230,bpt6k91096940,,,Numistral,,,,,,,1932,,,,,,,1,16,1,,Persone:,,,,"Geduldsspiel en 1 acte (= pièce qui demande de la patience?) Pièce comique très courte thématisant l’animosité mutuelle entre un jeune homme (Jules) et sa belle-mère (Henriette). L’intrigue tourne autour du jeu Yo-yo que joue en continu Henriette, sujet fâcheux pour Jules qui se confie à son ami médecin Robert. Pour se débarrasser de la belle-mère, déjà restée trop longtemps chez le jeune couple et abusant de la patience de Jules avec son caractère dominant, celui-ci joue l’idiot (avec Robert comme complice) devant Henriette et sa femme, Germaine, se comportant comme un enfant espiègle avec les yo-yos. Germaine, le croyant malade, se fait beaucoup de soucis pour lui, tandis que Henriette n’hésite pas de l’insulter et d’ordonner sa fille de se faire divorcer. La vraie nature méchante de la belle-mère révélée, ainsi que le grand amour de Germaine pour son mari, Jules dévoile son petit théâtre et chasse Henriette de la maison. Le jeu yo-yo n’a finalement pas beaucoup d’importance dans l’histoire, ce n’est qu’un objet ludique pour donner une sorte de fil rouge à la pièce.  (Synopsis by A. Li-Thiao-Té, MeThAL)"
30,Gschpàngschter,Elsàssich Theaterstück für Theater un Vereiner mit un ohne Damerolle uffierbar.|vo Josef Meyer,meyer-gschpangschter,ntav,,,,,,Q95257452,Josef Meyer,16,"Verlag von G. Bisey, Mühlhausen",,16,,,,comedy,,petite ville,,bpt6k9109576q.,,,Numistral,,,,,,,1908,,1907,15 December 1907,,Altkirch,,1,22,1,gsw,Persone:,,,,
31,A gelungener Patient,Komische Duoszene für zwei Herren von Martin Huck,huck-a-gelungener-patient,html,,,,,,Q96482470,Martin Huck,10,Salvator Verlag Mülhausen,,13,"Salvator Humor Sammlung Komischer Vorträge, Duoscenen und Pantomimen, Nr. 113",,,comedy,duoszene,rurale,Q107246593,bpt6k9109675n,,,Numistral,,,,,,,1931,,,,,,,1,,,ger,Prsonen:,,,,
32,Andres Ruffenach,Bauerndrama in vier Akten,bastian-andres-ruffenach,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,drama,bauerndrama,rurale,,bpt6k9109708k,,,Numistral,,,,,,,1912,,,,,,,4,1:4 auftritte - 2:4 auftritte - 3:6 auftritte - 4:6 auftritte,1,ger,Personen:,,,,
33,E Reis' in's Hochgebirj,Schwank in einem Akt von Ch. F. Kettner,kettner-e-reis-ins-hochgebirj,ntav,,,,,,Q52084150,Charles Frédéric Kettner,33,Buchdr. R. Schultz & Comp.,,17,,,,comedy,schwank,rurale,,bpt6k91095722,,,Numistral,,,,,,,1881,,,,,,,1,9,,gsw,Persone,,,,
34,E Sportshochzitt,E Farce in aam Akt,bastian-e-sportschochzitt,tei,,,,,,Q13099282,Ferdinand Bastian,1,"Edition de théatre et de musique L. Jaggi-Reiss, Gundershoffen (Bas-Rhin)",,2,,,,comedy,farce,petite ville,Q106594175,bpt6k91097112,,,Numistral,,,,,,,1937,,,,?,,,1,11,,gsw,Persone:,,,,"Farce en 1 acte. Hortense attend désespérément l’arrivée de son fiancé Camille pour leur mariage. Celui-ci est un sportif professionnel et est membre de beaucoup de sociétés sportives. La tante Octavie ne prévoit rien de bon du fait de marier un sportif, tiré de son propre expérience traumatique d’être délaissée le jour de son mariage par son fiancé Gaston, aussi sportif professionnel. Après une longue attente, plusieurs fois interrompue par l’arrivée de présidents de différentes sociétés sportives pour souhaiter le bonheur au jeune couple, Camille arrive enfin avec Gaston et les deux femmes sautent de joie. Octavie décide même de remarier Gaston sur-le-champ alors qu’elle s’est vouée de ne jamais se marier. Toute la famille de Hortense, devenue sportive grâce à l’influence de Camille, se réjouit du double mariage. Pièce un peu répétitive.  (Synopsis by A. Li-Thiao-Té, MeThAL)"
35,Uff Dr Hochzittsreis,Luschtspiel in 1 Akt im els. Dialekt,kettner-uff-dr-hochzittsreis,tei,,,,,,Q52084150,Charles Frédéric Kettner,33,"Theater- und Musik-Verlag, Rouffach, Iprimerie Keller-Immelé",,18,,,,comedy,lustspiel,rurale (lieu de vacances),Q106559736,bpt6k91096443,,,Numistral,,,,,,,1924,,,,?,,,1,17,,gsw,Personen:,,,,
36,D'r Cousin Réfractaire,E Stroßburjer Familiefarce in 2 Akte,gunther-dr-cousin-refractaire,html,,,,,,Q96475104,Hermann Günther,6,Verlag des Elsässischen Theaters Straßburg,,14,,,,comedy,farce,urbaine,Q107432931,bpt6k9109565x,,,Numistral,,,,,,,1907,,,,,,,2,,,gsw,Personen:,,,,"Gottfried Nußbicker et Babett Nußbicker vivent à Strasbourg et louent des chambres dans leur maison. Babett vient de se disputer avec une de leurs locataires qui a insulté ses filles, Hélène et Noëmie. Elle demande à son mari de les expulser, et demande à ses filles de rédiger une lettre d’expulsion pour cette locataire. Fritz Müller, un allemand candidat fonctionnaire (Referendar) qui loge chez les Nußbicker, est amoureux de Noëmie Nußbicker et l’aide à rédiger la lettre en Hochdeutsch. Les parents révèlent aux enfants qu’ils ont un secret de famille: Nußbicker avait promit à son cousin René Vinbergé, fortement anti-allemand et exilé à Paris avec sa femme Victorine et leur fils Léon pour soupçon d’espionnage, de ne jamais vendre sa maison d’enfance à la Robertsau, mais il l’a vendue aux allemands et a utilisé l’argent pour spéculer. Il a gagné beaucoup d’argent mais ne l’a jamais avoué à son cousin, et ne lui a jamais donné sa part de l’argent. Haftenteufel, un trésorier (Zahlmeister), va emménager dans une des chambres de la maison des Nußbicker, il laisse ses affaires et reviendra plus tard. Les Nußbicker reçoivent une lettre et un appel de la part des Vinbergé qui leur annoncent qu’ils vont venir les voir à Strasbourg, et qu’ils sont à la frontière et attendent la validation de leur autorisation de séjour. Müller les aident à obtenir cette autorisation de séjour, puisqu’il travaille au gouvernement. Nußbicker est anxieux et donne des instructions à tous les membres de la famille pour cacher aux Vinbergé le fait qu’il ait vendu la maison. Il demande aussi à ce qu’on informe Haftenteufel de n’emménager que le lendemain. René Vinbergé, sa femme Victorine et leur fils Léon arrivent et tout le monde est heureux de se revoir. Ils discutent et les Nußbicker font de leur mieux pour étirer la conversation et éviter de devoir aller à la maison à la Robertsau. Les Vinbergé ont cependant envie de profiter de leur court séjour en Alsace et veulent se promener dans la ville le plus possible. Pour éviter ceci, Nußbicker fait semblant d’avoir perdu ses clés, son porte monnaie, et finalement d’avoir un mal de ventre terrible qui l'empêche de bouger.  Entre-temps, Noëmie, Hélène et Alfred Nußbicker sont partis avec Léon Vinbergé pour lui faire visiter la ville. René et Victorine ne comprennent pas ce qu’il se passe avec Gottfried, et se font du souci pour sa santé mentale. Ils lui ont cependant quand même ramené un cadeau de Paris: un uniforme de cuirassier français. Gottfried refuse de le porter car il fait semblant d’avoir mal, et c’est donc sa femme Babett qui l’enfile pour ne pas véxer et inquiéter les Vinbergé encore plus. Haftenteufel revient pour chercher ses papiers et tombe nez-à-nez avec Babett déguisée en soldat français; il ne la reconnait pas car elle part se cacher dans sa chambre. Il pense que les Nußbicker complotent contre le régime allemand et appelle la police. Gottfried essaye de lui expliquer que c’est un malentendu mais Haftenteufel ne le croit pas.  La police arrive et fouille la maison. Les Vinbergé font leur affaires et veulent rentrer chez eux. Les enfants sont rentrés de leur promenade et Noëmie avoue à René que la maison d’enfance a été vendue, et que Gottfried a très peur de sa réaction. Noëmie et Léon expliquent aussi qu’ils se sont fiancés. Müller arrive et annonce que les Vinbergé ont l’autorisation de rester en Alsace aussi longtemps qu’ils le souhaitent. René est trop heureux pour être énervé contre Gottfried, lui annonce qu’il sait tout et se réjouit de la somme d’argent qui l’attend. La police et Haftenteufel n’ont rien trouvé dans la maison, Haftenteufel a retrouvé ses papiers et le malentendu est résolu. Müller demande à épouser Noëmie, et Gottfried leur donne son accord. La pièce se termine avec Alfred Nußbicker qui annonce que quelqu’un cherche à acheter la maison où ils habitent pour un nouveau projet de construction, pour 200 000 Mark, et Nußbicker et Vinbergé acceptent, pour suivre le courant du progrès. (Synopsis by B. Hoff, MeThAL Project)"
37,D'Mamsell Elis,Volksstück üsm Bürelawe in 3 Akte un 1 Vorakt,sengelin-d-mamsell-elis,html,1,,,,,Q96761607,Xavier Sengelin,24,Société Alsacienne d'Edition (Alsatia) S. A.,,10,,,,comedy,volksstück,rurale,Q106559660,bpt6k91095900,,,Numistral,,,,,,,1920,,,,,,,1 Vorspiel + 3 Akte,Vorspiel:3 auftritte - 1:11 auftritte - 2:4 auftritte - 3:5 auftritte,,gsw,,,,,
38,D' Schloofere,Elsässischi Quacksalwers-Komedie in aam Uffzug,riff-d-schloofere,html,2,,,,,Q96696621,Jean Riff,21,"Verlag von Paul Schweikhardt, Straßburg",,19,,,,comedy,quacksalwers-komedie,urbaine,Q107433569,bpt6k9109585p,,,Numistral,,,,,,,1914,,,,,,,1,10,,gsw,Personen:,,,,"Mariann et Chrischtian font leurs comptes et parlent des revenus de leur activité d’hypnotiseur et prescription de remèdes miracles. Ils se préparent à accueillir leurs trois derniers clients de la journée, après déjà une cinquantaine le même jour. Mariann répète les discours qu’elle a appris par cœur, qu’elle répètera lors de la consultation. Le premier client qui arrive est Mlle Simselewim, accueillie par Chrischtian, qui lui demande la raison de sa visite. Elle vient pour son patron, qui a des problèmes de dos. Le deuxième client qui arrive est Dissi, qui vient car il ne se sent pas bien et pense que c’est un problème de sang. Ils discutent en attendant Mariann. Elle arrive après que Chrischtian la cherche, et commence la séance. Elle s’endort après l’invocation de Chrischtian. Elle commence par le cas de Mlle Simselewin, diagnostique les problèmes du patron de celle-ci, et prescrit une combinaison d’herbes à acheter à la droguerie et à laisser infuser dans du Malaga, et à boire. Pour Dissi, elle lui diagnostique des vers dans l’estomac, des calculs, etc et lui prescrit aussi une combinaison d’herbes à infuser. Le troisième client, Schlöijele, arrive et Mariann lui diagnostique des problèmes cardiaques. Schlöijele révèle qu’il est en parfaite santé, et qu’il est un policier venu révéler leur arnaque. Ils se disputent et Schlöijele dit qu’ils seront bientôt convoqués, et part. Dissi et Mlle Simselewin, choqués, rassurent Mariann et Chrischtian qu’ils seront là pour les soutenir et connaissent beaucoup d’autres personnes qui les soutiennent. Ils payent, les remercient et partent. Chrischtian et Mariann sont rassurés et confiants quant au futur de leur activité.  (Synopsis by B. Hoff, MeThAL)"
39,D' Satisfaction,Farce in zwei Scene,jost-d-satisfaction,html,,,,,,Q96489174,Camille Jost,11,"F. X Le Roux et Cie, Strasbourg",,3,,,,comedy,farce,urbaine/2. Scene rurale,Q106604793,bpt6k9109625r,,,Numistral,,,,,,,1924,,,,,,,1,2,,gsw,,,,,"Farce en 2 scènes. Alois Has aimerait marier Caroline Dick, une veuve très riche, pour son argent. Celle-ci lui ordonne cependant de lui démontrer son courage comme condition de mariage. Lorsqu’ils se font insulter par un homme au restaurant, Gaston Sansfaute, Caroline ordonne Alois de défier Sansfaute dans un duel pour sauver son honneur. Alois est très peureux et soumis mais Sansfaute accepte le défi. Le jour du duel, Alois essaie tout pour s’échapper à son sort car il est certain de mourir. Lorsqu’il est au tour de Sansfaute de tirer, Alois le supplie de lui laisser la vie. Sansfaute lui donne deux gifles et repart, déclarant vouloir simplement voir s’il possédait du courage comme il prétendait. Alois n’est pas indigné d’être et de s’être humilié, il est même reconnaissant envers Sansfaute qui lui a laissé la vie. Caroline, son ami et secondant Fettherz et les autres témoins de la scène lui donnent également deux gifles chacun pour exprimer leur mépris envers sa lâcheté.  (Synopsis by A. Li-Thiao-Té, MeThAL)"
40,D'r Erbunkel,Lustspiel in eim Uffzug,riff-dr-erbunkel,ntav,,,,,,Q96696621,Jean Riff,21,"Kommissionsverlag von Josef Singer, Verlagsbuchhandlung",,20,,,,comedy,lustspiel,urbaine,,bpt6k9109580m,,,Numistral,,,,,,,1903,,,,,,,1,10,,gsw,Personen:,,,,
41,D'r Fremdelegionär,"Elsässisches Lebensbild in 3 Aufzügen von Hermann Günther, Mitglied des Elsässischen Theaters Strassburg",gunther-dr-fremdelegionar,html,,,,,,Q96475104,Hermann Günther,6,"Verlag des Elsässischen Theaters Straßburg, Druck von Gebr. Riedel (Bürger-Zeitung), Straßburg",,14,,,,drama,lebensbild,rurale,Q107432984,bpt6k9109566b,,,Numistral,,,,,,,1903,,,,,,,3,1:10 scenes - 2:12 scenes - 3:10 scenes,,gsw,Personen:,,,,"Xavier Kieffer fête sa dernière soirée avec ses amis et sa famille, avant de partir faire son service militaire pendant 3 ans. Fasanelüi lui parle d’une bataille dans laquelle Xavier était impliqué, et lui dit que l’homme qu’il a tabassé est blessé et que les gendarmes cherchent les auteurs. Fasanelüi lui dit qu’il peut éviter les punitions pour ce qu’il a fait en rejoignant la légion étrangère française. Le père de Xavier lui confie 6000 livres qu’il doit déposer quelque part à Strasbourg avant de partir à la caserne. Lorsque Xavier part dans la nuit pour rejoindre la légion étrangère, il laisse une lettre qui explique la situation. Il laisse aussi l’argent, mais c’est Fasanelüi qui le vole. Quand le père de Xavier découvre la lettre, il est choqué et pense que Xavier a déserté et volé l’argent. Xavier et sa cousine Charlotte sont amoureux, et s’envoient encore des lettres pendant que Xavier est en Algérie. Sur son lit de mort, le père de Charlotte avait voulu qu’ils se marient un jour. M. Kieffer n’a jamais dit à sa famille que l’argent avait été volé et refuse de parler ou d’écrire des lettres à Xavier. L’autre fils de M. Kieffer, Franz, est militaire chez les allemands.

3 ans après, les Kieffers louent des chambres à des soldats, et l’un est amoureux de Jeanne, qui rêve déjà de se marier avec lui. De nouveaux soldats arrivent et, avec la gendarmerie, cherchent à arrêter un légionnaire français qui est illégalement en Alsace et qui se cache dans les alentours. Charlotte montre à Jeanne une lettre qu’elle a reçue de Xavier, accompagnée d’un morceau de journal qui décrit les horreurs infligées aux soldats en Algérie. Le légionnaire que les gendarmes cherchent est Xavier qui arrive à la maison et demande pardon à son père, qui refuse et le traite de voleur. Xavier veut se défendre mais le père meurt. Le gendarme l'arrête.

C’est Nouvel-an, les amis de Xavier ont compris que c’est Fasanelüi qui a volé l’argent, et la famille Kieffer le sait aussi maintenant. Tout le monde est triste de la situation. Xavier vient les voir, il a déserté car on ne l’a pas autorisé à prendre des vacances pour Noël. Il raconte à Charlotte tout ce qui lui est arrivé et combien il a souffert. Il se dispute avec Franz, qui a été promu à un rang supérieur à la caserne et a peur que les actions de Xavier aient des conséquences négatives pour lui. Charlotte convainc Xavier d’y retourner et de terminer son service militaire. Fasanelüi vient pour déclarer sa flamme à Charlotte mais elle le repousse. Xavier arrive et accuse Fasanelüi. Ils se disputent, Fasanelüi avoue avoir volé l’argent et il en viennent aux mains, Xavier tire sur Fasanelüi et le tue. Il est minuit, tout le monde arrive pour célebrer la nouvelle année, et Xavier se suicide.  (Synopsis by B. Hoff, MeThAL)"
