,word,valence,arousal,dominance
745,anthrax,0.188,0.730,0.500
746,anthropologique,0.367,0.390,0.490
747,anthropologiste,0.551,0.385,0.725
748,anthropologie,0.490,0.367,0.582
749,anti,0.365,0.412,0.384
750,antiaérien,0.330,0.622,0.629
751,antibiotique,0.510,0.373,0.658
752,antibiotiques,0.448,0.406,0.557
753,Antéchrist,0.082,0.837,0.544
754,anticiper,0.622,0.469,0.667
755,anticipation,0.698,0.539,0.711
756,anticipatif,0.653,0.551,0.682
757,bouffonneries,0.448,0.740,0.236
758,antidote,0.541,0.490,0.629
759,antifongique,0.408,0.412,0.441
760,anti-gravité,0.430,0.714,0.658
761,antimoine,0.378,0.398,0.490
762,antipathie,0.198,0.549,0.393
763,antiquaire,0.500,0.233,0.426
764,vieilli,0.420,0.392,0.236
765,antique,0.634,0.290,0.518
766,antiquités,0.540,0.370,0.595
767,antiquité,0.385,0.333,0.556
768,antiseptique,0.438,0.370,0.623
769,antisocial,0.146,0.686,0.391
770,antithèse,0.396,0.412,0.536
771,antithétique,0.271,0.509,0.358
772,antiviral,0.459,0.470,0.549
773,ramure,0.448,0.470,0.500
774,antsy,0.449,0.558,0.417
775,anus,0.347,0.644,0.350
776,enclume,0.380,0.510,0.604
777,anxiété,0.146,0.865,0.342
778,NO TRANSLATION,0.150,0.925,0.446
779,anxieux,0.281,0.875,0.434
780,anxiété,0.235,0.814,0.282
781,à tout moment,0.625,0.461,0.436
782,aorte,0.448,0.510,0.542
783,aortique,0.436,0.540,0.438
784,un rythme,0.536,0.500,0.536
785,apache,0.687,0.469,0.500
786,appartement,0.719,0.393,0.580
787,appartements,0.704,0.337,0.443
788,apathique,0.188,0.292,0.333
789,apathie,0.184,0.212,0.204
790,singe,0.548,0.389,0.336
791,ouverture,0.612,0.450,0.667
792,sommet,0.570,0.433,0.418
793,puceron,0.388,0.473,0.407
794,aphrodisiaque,0.750,0.846,0.667
795,un morceau,0.439,0.259,0.383
796,aplomb,0.500,0.509,0.582
797,apocalypse,0.050,0.867,0.736
798,apocalyptique,0.173,0.880,0.750
799,apologétique,0.479,0.461,0.571
800,apologiste,0.406,0.429,0.526
801,s'excuser,0.551,0.378,0.389
802,excuses,0.571,0.346,0.402
803,apostasie,0.388,0.520,0.517
804,apostat,0.342,0.500,0.528
805,apôtre,0.646,0.347,0.732
806,apostolique,0.592,0.300,0.717
807,apostrophe,0.469,0.368,0.537
808,apothicaire,0.561,0.328,0.529
809,consterné,0.194,0.792,0.562
810,épouvantable,0.160,0.827,0.415
811,appareil,0.375,0.353,0.377
812,vêtements,0.698,0.435,0.453
813,apparent,0.473,0.383,0.398
814,Apparemment,0.531,0.410,0.426
815,apparition,0.406,0.573,0.636
816,charme,0.663,0.598,0.558
817,apparaître,0.735,0.506,0.567
818,apparence,0.669,0.490,0.534
819,apaiser,0.633,0.278,0.434
820,appelant,0.327,0.588,0.568
821,ajouter,0.573,0.464,0.453
822,appendice,0.229,0.382,0.438
823,appendicectomie,0.177,0.670,0.554
824,appendicite,0.031,0.640,0.347
825,annexe,0.365,0.387,0.425
826,appétit,0.704,0.637,0.581
827,apéritif,0.755,0.560,0.406
828,appétissant,0.806,0.657,0.688
829,applaudir,0.865,0.824,0.464
830,applaudissements,0.953,0.857,0.621
831,Pomme,0.811,0.300,0.264
832,jus de pomme,0.765,0.204,0.294
833,cidre fort,0.604,0.431,0.473
834,Compote de pommes,0.750,0.167,0.291
835,appareil,0.582,0.453,0.538
836,appareils électroménagers,0.594,0.394,0.567
837,applicabilité,0.677,0.490,0.741
838,en vigueur,0.469,0.430,0.667
839,demandeur,0.612,0.558,0.688
840,application,0.646,0.445,0.726
841,appliquer,0.612,0.321,0.667
842,nommer,0.565,0.330,0.509
843,rendez-vous,0.688,0.594,0.547
844,rendez-vous,0.745,0.677,0.625
845,répartir,0.677,0.490,0.638
846,répartition,0.552,0.481,0.453
847,évaluation,0.417,0.667,0.682
848,évaluer,0.677,0.490,0.696
849,appréciable,0.873,0.491,0.778
850,apprécier,0.885,0.422,0.741
851,apprécié,0.910,0.434,0.779
852,apprécie,0.765,0.500,0.656
853,appréciation,0.917,0.529,0.588
854,reconnaissant,0.857,0.380,0.654
855,appréhender,0.521,0.624,0.696
856,appréhension,0.385,0.720,0.454
857,inquiet,0.406,0.592,0.431
858,apprenti,0.615,0.413,0.452
859,apprentissage,0.812,0.482,0.643
860,approche,0.612,0.392,0.610
861,approchant,0.740,0.557,0.491
862,NO TRANSLATION,0.646,0.590,0.860
863,approbation,0.792,0.529,0.774
864,approprié,0.833,0.368,0.759
865,appropriation,0.510,0.632,0.717
866,approbation,0.854,0.460,0.889
867,approuver,0.875,0.548,0.741
868,approuvé,0.833,0.349,0.698
869,approbation,0.880,0.625,0.780
870,approuvant,0.917,0.583,0.773
871,approximatif,0.551,0.560,0.520
872,approximativement,0.622,0.396,0.538
873,approximation,0.583,0.615,0.471
874,approximation,0.582,0.402,0.593
875,accessoires,0.573,0.412,0.547
876,abricot,0.708,0.320,0.278
877,tablier,0.582,0.208,0.245
878,apte,0.582,0.418,0.382
879,aptitude,0.750,0.471,0.746
880,aqua,0.656,0.292,0.359
881,bleu vert,0.729,0.306,0.413
882,aquarium,0.663,0.327,0.393
883,aquatique,0.677,0.510,0.463
884,aqueduc,0.551,0.411,0.534
885,aqueux,0.429,0.270,0.310
886,arable,0.510,0.350,0.465
887,arbitre,0.561,0.537,0.814
888,arbitraire,0.281,0.702,0.686
889,arbitrer,0.470,0.620,0.682
890,arbitrage,0.587,0.602,0.670
891,arbitre,0.385,0.448,0.795
892,tonnelle,0.583,0.490,0.591
893,arc,0.552,0.388,0.396
894,arcade,0.676,0.521,0.502
895,ésotérique,0.500,0.490,0.637
896,cambre,0.500,0.354,0.468
897,archéologique,0.740,0.441,0.660
898,archéologue,0.552,0.451,0.706
899,archéologie,0.596,0.358,0.691
900,archaïque,0.271,0.327,0.332
901,archange,0.837,0.500,0.708
902,archevêque,0.622,0.280,0.776
903,archidiocèse,0.400,0.321,0.704
904,archiduc,0.458,0.413,0.634
905,arqué,0.582,0.403,0.398
906,archer,0.573,0.622,0.661
907,tir à l'arc,0.594,0.604,0.589
908,archétype,0.448,0.520,0.569
909,archipel,0.745,0.370,0.592
910,architecte,0.776,0.442,0.836
911,architectural,0.729,0.390,0.670
912,architecture,0.820,0.390,0.694
913,archiver,0.438,0.294,0.527
914,Arctique,0.615,0.352,0.546
915,ardent,0.694,0.873,0.722
916,ardeur,0.500,0.780,0.538
917,difficile,0.344,0.783,0.605
918,région,0.490,0.306,0.464
919,arène,0.510,0.235,0.404
920,aréole,0.417,0.396,0.381
921,NO TRANSLATION,0.429,0.633,0.400
922,NO TRANSLATION,0.365,0.635,0.375
923,NO TRANSLATION,0.594,0.418,0.472
924,argh,0.260,0.538,0.328
925,NO TRANSLATION,0.292,0.536,0.397
926,NO TRANSLATION,0.250,0.618,0.324
927,se disputer,0.093,0.798,0.525
928,argument,0.510,0.464,0.698
929,argumentation,0.479,0.549,0.760
930,argumentatif,0.450,0.531,0.679
931,arguments,0.541,0.602,0.657
932,aride,0.323,0.333,0.379
933,survenir,0.750,0.582,0.725
934,aristocratie,0.688,0.549,0.842
935,aristocrate,0.583,0.413,0.811
936,aristocratique,0.449,0.519,0.676
937,arithmétique,0.453,0.460,0.634
938,arche,0.396,0.427,0.543
939,bras,0.552,0.285,0.469
940,armada,0.408,0.740,0.868
941,armement,0.198,0.764,0.810
942,armements,0.192,0.839,0.830
943,armature,0.510,0.558,0.755
944,fauteuil,0.646,0.164,0.339
945,armé,0.188,0.750,0.808
946,armure,0.469,0.625,0.784
947,blindé,0.469,0.509,0.861
948,arsenal,0.448,0.663,0.800
949,aisselle,0.283,0.439,0.250
950,bras,0.464,0.395,0.483
951,armée,0.417,0.759,0.902
952,arôme,0.823,0.235,0.442
953,aromathérapie,0.847,0.220,0.473
954,éveil,0.791,0.943,0.731
955,susciter,0.740,0.491,0.580
956,éveillé,0.708,0.952,0.667
957,accusation,0.406,0.837,0.534
958,organiser,0.740,0.490,0.571
959,arrangé,0.698,0.531,0.728
960,arrangement,0.625,0.382,0.683
961,tableau,0.521,0.396,0.568
962,arrérages,0.286,0.485,0.302
963,arrêter,0.146,0.951,0.500
964,arythmie,0.265,0.706,0.356
965,arrivée,0.678,0.510,0.474
966,arrivée,0.837,0.406,0.585
967,arrogance,0.143,0.750,0.620
968,arrogant,0.115,0.755,0.580
969,flèche,0.439,0.390,0.454
970,arsehole,0.276,0.598,0.433
971,arseholes,0.188,0.545,0.351
972,arsenal,0.365,0.741,0.752
973,arsenic,0.281,0.472,0.447
974,incendie volontaire,0.133,0.904,0.567
975,pyromane,0.348,0.840,0.500
976,art,0.812,0.360,0.603
977,artériel,0.396,0.510,0.583
978,artère,0.396,0.580,0.537
979,astucieux,0.771,0.608,0.778
980,arthrite,0.110,0.518,0.345
981,arthropode,0.344,0.464,0.434
982,artichaut,0.583,0.218,0.287
983,article,0.594,0.280,0.481
984,des articles,0.552,0.324,0.565
985,articuler,0.677,0.462,0.618
986,articulation,0.479,0.480,0.591
987,artefact,0.510,0.500,0.566
988,artifice,0.316,0.696,0.482
989,artificiel,0.306,0.385,0.351
990,artillerie,0.350,0.912,0.794
991,artisan,0.781,0.330,0.411
992,artiste,0.802,0.442,0.732
993,NO TRANSLATION,0.844,0.512,0.565
994,artistique,0.802,0.646,0.632
995,talent artistique,0.823,0.346,0.769
996,artistes,0.796,0.667,0.741
997,ouvrages d'art,0.896,0.368,0.679
998,arty,0.490,0.422,0.388
999,au plus vite,0.571,0.500,0.552
1000,amiante,0.357,0.481,0.464
1001,monter,0.830,0.620,0.812
1002,ascendant,0.724,0.625,0.700
1003,ascendant,0.656,0.673,0.821
1004,Ascendant,0.826,0.644,0.777
1005,ascension,0.765,0.720,0.714
1006,ascension,0.755,0.627,0.833
1007,vérifier,0.560,0.530,0.625
1008,vérifié,0.531,0.529,0.616
1009,ascétique,0.438,0.375,0.472
1010,cendre,0.260,0.210,0.207
1011,honteux,0.156,0.588,0.228
1012,cendres,0.327,0.279,0.142
1013,cendrier,0.406,0.382,0.265
1014,idiot,0.429,0.472,0.433
1015,demander,0.531,0.440,0.459
1016,NO TRANSLATION,0.490,0.210,0.322
1017,endormi,0.604,0.100,0.270
1018,aspic,0.438,0.489,0.375
1019,asperges,0.469,0.317,0.264
1020,aspartame,0.469,0.480,0.322
1021,aspect,0.479,0.469,0.588
1022,aspects,0.439,0.480,0.565
1023,tremble,0.479,0.280,0.395
1024,asphalte,0.479,0.264,0.439
1025,asphyxie,0.198,0.704,0.311
1026,asphyxie,0.059,0.745,0.412
1027,aspiration,0.704,0.724,0.675
1028,aspirer,0.812,0.469,0.722
1029,aspirine,0.479,0.271,0.422
1030,en herbe,0.844,0.582,0.604
1031,cul,0.323,0.750,0.345
1032,assaillir,0.378,0.510,0.500
1033,agresseur,0.184,0.868,0.602
1034,assassin,0.073,0.933,0.632
1035,assassiner,0.051,0.969,0.722
1036,assassinat,0.083,0.941,0.525
1037,agression,0.167,0.848,0.550
1038,essai,0.633,0.559,0.594
1039,assemblage,0.429,0.452,0.600
1040,assembler,0.542,0.570,0.750
1041,assemblé,0.663,0.450,0.644
1042,Assemblée,0.698,0.500,0.640
1043,assemblyman,0.430,0.538,0.760
1044,assentiment,0.615,0.515,0.719
1045,affirmer,0.750,0.619,0.809
1046,affirmer,0.694,0.531,0.736
1047,affirmation,0.740,0.442,0.750
1048,assertif,0.719,0.412,0.770
1049,évaluer,0.698,0.500,0.623
1050,évaluation,0.750,0.623,0.658
1051,assesseur,0.551,0.538,0.764
1052,atout,0.797,0.765,0.788
1053,les atouts,0.667,0.613,0.765
1054,Connard,0.133,0.582,0.263
1055,attribuer,0.622,0.417,0.709
1056,cessionnaire,0.510,0.462,0.510
1057,affectation,0.483,0.398,0.745
1058,assimiler,0.559,0.391,0.683
1059,assimilation,0.429,0.378,0.463
1060,aider,0.833,0.435,0.629
1061,assistance,0.656,0.519,0.633
1062,assistant,0.625,0.390,0.536
1063,associer,0.812,0.409,0.625
1064,association,0.745,0.500,0.817
1065,assorti,0.602,0.460,0.472
1066,assortiment,0.694,0.360,0.526
1067,apaiser,0.745,0.255,0.500
1068,assumer,0.698,0.401,0.464
1069,assumé,0.612,0.247,0.454
1070,en supposant,0.740,0.390,0.526
1071,supposition,0.479,0.431,0.417
1072,assurance,0.675,0.442,0.704
1073,assurer,0.910,0.460,0.839
1074,assuré,0.878,0.327,0.754
1075,assurément,0.786,0.396,0.833
1076,astérisque,0.541,0.288,0.273
1077,astéroïde,0.430,0.721,0.623
1078,astéroïdes,0.361,0.694,0.712
1079,asthme,0.198,0.549,0.227
1080,asthmatique,0.229,0.706,0.294
1081,astigmatisme,0.214,0.490,0.429
1082,étonner,0.786,0.845,0.658
1083,étonné,0.510,0.775,0.574
1084,étonnant,0.844,0.802,0.821
1085,NO TRANSLATION,0.827,0.898,0.773
1086,étonnement,0.680,0.718,0.519
1087,étonner,0.729,0.675,0.474
1088,astral,0.604,0.417,0.567
1089,égaré,0.098,0.676,0.308
1090,astringent,0.316,0.500,0.474
1091,astrologue,0.594,0.519,0.673
1092,astrologie,0.635,0.340,0.500
1093,astronaute,0.792,0.601,0.761
1094,astronome,0.750,0.509,0.735
1095,astronomique,0.600,0.632,0.726
1096,astronomie,0.613,0.474,0.722
1097,astucieux,0.776,0.658,0.827
1098,en morceaux,0.208,0.442,0.259
1099,asile,0.407,0.330,0.445
1100,asymétrique,0.580,0.343,0.465
1101,asymétrie,0.476,0.373,0.527
1102,asymptotique,0.479,0.451,0.472
1103,atelier,0.490,0.330,0.705
1104,athéisme,0.276,0.460,0.481
1105,athée,0.225,0.447,0.377
1106,athée,0.373,0.481,0.466
1107,athérosclérose,0.250,0.480,0.343
1108,athlète,0.781,0.718,0.686
1109,athlétique,0.857,0.798,0.708
1110,athlétisme,0.750,0.863,0.778
1111,athlétisme,0.831,0.691,0.740
1112,atlas,0.531,0.306,0.554
1113,atmosphère,0.604,0.300,0.560
1114,atmosphérique,0.531,0.420,0.594
1115,atoll,0.480,0.408,0.472
1116,atome,0.510,0.500,0.433
1117,atomique,0.327,0.817,0.713
1118,expier,0.418,0.673,0.411
1119,expiation,0.550,0.602,0.683
1120,en paix,0.724,0.298,0.519
1121,atrium,0.469,0.365,0.473
1122,atroce,0.073,0.811,0.445
1123,atrocité,0.115,0.844,0.593
1124,atrophie,0.177,0.540,0.208
1125,attacher,0.520,0.363,0.559
1126,attaché,0.562,0.350,0.439
1127,attachement,0.570,0.343,0.500
1128,attaque,0.286,0.948,0.670
1129,attaquant,0.185,0.962,0.629
1130,attaquer,0.276,0.837,0.642
1131,atteindre,0.806,0.510,0.719
1132,réalisable,0.760,0.500,0.759
1133,réalisation,0.830,0.520,0.940
1134,tentative,0.625,0.491,0.431
1135,tenté,0.594,0.580,0.567
1136,assister,0.650,0.420,0.625
1137,présence,0.812,0.500,0.592
1138,préposé,0.580,0.365,0.519
1139,attention,0.740,0.599,0.774
1140,NO TRANSLATION,0.367,0.745,0.457
1141,NO TRANSLATION,0.531,0.673,0.500
1142,attentif,0.812,0.520,0.724
1143,atténuer,0.408,0.302,0.429
1144,atténué,0.449,0.280,0.298
1145,atténuation,0.458,0.363,0.464
1146,attester,0.439,0.710,0.685
1147,attestation,0.234,0.635,0.500
1148,grenier,0.521,0.259,0.377
1149,tenue,0.742,0.388,0.483
1150,attitude,0.760,0.644,0.861
1151,avocat,0.600,0.594,0.754
1152,attirer,0.796,0.663,0.769
1153,attraction,0.906,0.774,0.712
1154,attrayant,0.906,0.630,0.769
1155,attraction,0.938,0.667,0.755
1156,attribuable,0.704,0.430,0.527
1157,attribut,0.781,0.439,0.795
1158,attribution,0.646,0.467,0.658
1159,usure,0.229,0.540,0.259
1160,auburn,0.510,0.240,0.411
1161,enchères,0.594,0.702,0.519
1162,commissaire-priseur,0.542,0.732,0.716
1163,audacieux,0.740,0.875,0.825
1164,audace,0.760,0.755,0.916
1165,audible,0.673,0.370,0.462
1166,public,0.698,0.610,0.613
1167,l'audio,0.709,0.425,0.370
1168,vérification,0.375,0.562,0.735
1169,audition,0.750,0.685,0.615
1170,auditions,0.740,0.765,0.596
1171,Auditeur,0.582,0.571,0.726
1172,salle,0.529,0.490,0.538
1173,auditif,0.531,0.481,0.570
1174,rien,0.418,0.135,0.217
1175,augmenter,0.650,0.683,0.645
1176,augmentation,0.714,0.613,0.850
1177,août,0.652,0.292,0.462
1178,tante,0.667,0.291,0.420
1179,tata,0.643,0.275,0.447
1180,aura,0.760,0.333,0.500
1181,aurore,0.817,0.306,0.537
1182,auspices,0.542,0.500,0.634
1183,de bon augure,0.562,0.635,0.669
1184,austère,0.500,0.390,0.422
1185,austérité,0.438,0.406,0.534
1186,authentique,0.885,0.510,0.782
1187,authentifier,0.833,0.480,0.789
1188,authentification,0.724,0.491,0.750
1189,authenticité,0.670,0.548,0.845
1190,auteur,0.775,0.343,0.749
1191,faisant autorité,0.636,0.520,0.890
1192,autorité,0.592,0.592,0.934
1193,autorisation,0.521,0.567,0.817
1194,autoriser,0.772,0.596,0.821
1195,autorisé,0.760,0.458,0.815
1196,paternité,0.667,0.635,0.773
1197,autisme,0.235,0.500,0.447
1198,autistique,0.367,0.337,0.404
1199,auto,0.571,0.569,0.500
1200,autobiographique,0.909,0.462,0.582
1201,autobiographie,0.735,0.284,0.629
1202,correction automatique,0.551,0.439,0.616
1203,autocratique,0.542,0.577,0.727
1204,un autographe,0.735,0.565,0.473
1205,dédicacé,0.781,0.620,0.625
1206,automatique,0.578,0.402,0.632
1207,automatique,0.562,0.433,0.664
1208,voiture,0.753,0.625,0.534
1209,automobile,0.656,0.520,0.577
1210,autonomie,0.781,0.349,0.891
1211,pilote automatique,0.594,0.462,0.632
1212,autopsie,0.252,0.650,0.538
1213,l'automne,0.765,0.204,0.450
1214,auxiliaire,0.622,0.471,0.509
1215,profiter,0.800,0.430,0.603
1216,disponibilité,0.796,0.544,0.600
1217,disponible,0.844,0.356,0.623
1218,avalanche,0.265,0.915,0.683
1219,avarice,0.198,0.726,0.352
1220,avatar,0.633,0.410,0.567
1221,venger,0.073,0.867,0.559
1222,vengeur,0.337,0.865,0.670
1223,se venger,0.143,0.880,0.717
1224,rue,0.677,0.360,0.377
1225,NO TRANSLATION,0.492,0.450,0.393
1226,moyenne,0.684,0.280,0.455
1227,aversation,0.582,0.442,0.432
1228,averse,0.253,0.569,0.492
1229,averseness,0.296,0.606,0.528
1230,aversion,0.074,0.663,0.525
1231,éviter,0.510,0.388,0.465
1232,volière,0.500,0.360,0.467
1233,aviation,0.708,0.646,0.741
1234,aviateur,0.615,0.700,0.644
1235,avide,0.582,0.459,0.593
1236,Avocat,0.677,0.255,0.287
1237,éviter,0.427,0.442,0.415
1238,évitement,0.470,0.481,0.466
1239,éviter,0.457,0.433,0.309
1240,attendre,0.448,0.264,0.276
1241,éveillé,0.667,0.469,0.741
1242,éveiller,0.729,0.412,0.611
1243,éveil,0.745,0.500,0.618
1244,prix,0.865,0.745,0.660
1245,prix,0.958,0.736,0.652
1246,conscient,0.656,0.340,0.770
1247,conscience,0.684,0.422,0.810
1248,NO TRANSLATION,0.469,0.740,0.300
1249,impressionné,0.364,0.774,0.361
1250,impressionnant,0.980,0.897,0.891
1251,awesomeness,0.917,0.647,0.927
1252,émerveillé,0.615,0.767,0.680
1253,terrible,0.061,0.786,0.450
1254,gênant,0.296,0.650,0.358
1255,maladresse,0.167,0.454,0.148
1256,store,0.500,0.186,0.318
1257,de travers,0.156,0.540,0.275
1258,hache,0.296,0.690,0.536
1259,axial,0.458,0.278,0.491
1260,axiome,0.439,0.441,0.583
1261,axiomatique,0.458,0.392,0.627
1262,axe,0.209,0.250,0.356
1263,essieu,0.459,0.294,0.473
1264,ay,0.500,0.557,0.255
1265,toujours,0.562,0.420,0.392
1266,azimut,0.385,0.461,0.421
1267,Azur,0.620,0.256,0.339
1268,babiller,0.552,0.441,0.204
1269,babillage,0.396,0.418,0.241
1270,bébé,0.860,0.536,0.424
1271,babouin,0.357,0.410,0.429
1272,bébé,0.837,0.365,0.455
1273,garder les enfants,0.719,0.587,0.398
1274,Baby-sitter,0.656,0.415,0.408
1275,baccalauréat,0.729,0.510,0.480
1276,baccarat,0.583,0.497,0.436
1277,bachelier,0.667,0.406,0.600
1278,bachelorette,0.735,0.780,0.465
1279,arrière,0.438,0.353,0.336
1280,panneau,0.480,0.259,0.436
1281,colonne vertébrale,0.538,0.464,0.620
1282,porte de derrière,0.344,0.410,0.333
1283,toile de fond,0.320,0.309,0.444
1284,backer,0.646,0.375,0.537
1285,retour de flamme,0.265,0.612,0.491
1286,jacquet,0.580,0.410,0.390
1287,Contexte,0.399,0.357,0.498
1288,revers,0.427,0.449,0.390
1289,rétrocaveuse,0.398,0.554,0.562
1290,reculer,0.104,0.396,0.240
1291,sac à dos,0.729,0.278,0.333
1292,randonneur,0.510,0.730,0.460
1293,chambre à l'arrière,0.406,0.500,0.387
1294,banquette arrière,0.388,0.330,0.237
1295,arrière,0.182,0.417,0.342
1296,revenir en arrière,0.312,0.525,0.278
1297,sauvegarde,0.520,0.510,0.553
1298,vers l'arrière,0.309,0.367,0.250
1299,arriération,0.240,0.500,0.136
1300,en arrière,0.302,0.372,0.330
1301,backwater,0.312,0.410,0.161
1302,région forestière inexploitée,0.541,0.350,0.482
1303,arrière-cour,0.552,0.280,0.302
1304,Bacon,0.698,0.406,0.295
1305,des bactéries,0.177,0.553,0.570
1306,bactérien,0.156,0.500,0.473
1307,bactérie,0.194,0.545,0.345
1308,mal,0.125,0.625,0.373
1309,dur à cuire,0.255,0.775,0.745
1310,NO TRANSLATION,0.327,0.449,0.373
1311,NO TRANSLATION,0.250,0.559,0.365
1312,badge,0.567,0.488,0.691
1313,blaireau,0.344,0.429,0.357
1314,NO TRANSLATION,0.184,0.594,0.311
1315,mal,0.073,0.509,0.286
1316,méchanceté,0.094,0.823,0.463
1317,baffle,0.344,0.442,0.482
1318,déconcerté,0.151,0.600,0.339
1319,sac,0.500,0.250,0.314
1320,beignet,0.531,0.363,0.340
1321,bagages,0.610,0.363,0.427
1322,un sac,0.367,0.427,0.366
1323,bouffant,0.521,0.278,0.452
1324,intermédiaire,0.506,0.500,0.394
1325,cornemuses,0.541,0.556,0.412
1326,caution,0.373,0.520,0.561
1327,huissier,0.347,0.519,0.759
1328,appât,0.276,0.327,0.296
1329,cuire,0.867,0.418,0.519
1330,boulangerie,0.802,0.500,0.380
1331,cuisson,0.549,0.455,0.451
1332,NO TRANSLATION,0.490,0.412,0.432
1333,équilibre,0.684,0.265,0.735
1334,équilibré,0.806,0.255,0.745
1335,balcon,0.562,0.392,0.380
1336,chauve,0.306,0.184,0.268
1337,calvitie,0.302,0.363,0.368
1338,baly,0.398,0.385,0.396
1339,balle,0.437,0.363,0.412
1340,rechigner,0.229,0.451,0.415
1341,ballon,0.740,0.427,0.317
1342,ballade,0.792,0.284,0.424
1343,ballast,0.354,0.423,0.287
1344,ballerine,0.802,0.660,0.475
1345,ballet,0.656,0.480,0.358
1346,jeu de balle,0.781,0.790,0.407
1347,balistique,0.260,0.806,0.685
1348,balistique,0.271,0.787,0.610
1349,ballon,0.729,0.245,0.315
1350,bulletin de vote,0.521,0.361,0.358
1351,Ballpark,0.724,0.694,0.529
1352,joueur de balle,0.719,0.764,0.566
1353,à bille,0.596,0.337,0.318
1354,salle de bal,0.847,0.635,0.448
1355,ballsy,0.531,0.491,0.414
1356,baume,0.625,0.275,0.414
1357,embaumé,0.684,0.327,0.545
1358,baume,0.663,0.250,0.385
1359,balsamique,0.582,0.283,0.447
1360,bam,0.427,0.472,0.390
1361,bambou,0.646,0.222,0.356
1362,NO TRANSLATION,0.146,0.689,0.587
1363,banane,0.612,0.230,0.241
1364,B: et,0.648,0.552,0.525
1365,bandage,0.220,0.327,0.286
1366,NO TRANSLATION,0.562,0.276,0.277
1367,bandit,0.094,0.796,0.567
1368,kiosque à musique,0.735,0.536,0.520
1369,train en marche,0.625,0.651,0.509
1370,bande passante,0.714,0.337,0.548
1371,fléau,0.265,0.694,0.366
1372,coup,0.265,0.951,0.740
1373,pétard,0.378,0.540,0.538
1374,bannir,0.163,0.677,0.543
1375,banni,0.052,0.713,0.370
1376,bannissement,0.160,0.775,0.298
1377,rampe,0.418,0.410,0.332
1378,banjo,0.469,0.400,0.370
1379,banque,0.562,0.327,0.675
1380,banquier,0.586,0.588,0.792
1381,bancaire,0.510,0.327,0.500
1382,financer,0.469,0.570,0.509
1383,faillite,0.163,0.673,0.337
1384,la faillite,0.010,0.696,0.209
1385,bannière,0.521,0.408,0.474
1386,banquet,0.765,0.571,0.600
1387,banshee,0.408,0.565,0.481
1388,plaisanter,0.594,0.677,0.464
1389,NO TRANSLATION,0.550,0.510,0.443
1390,Baptême,0.844,0.384,0.566
1391,de baptême,0.646,0.343,0.625
1392,baptiser,0.739,0.426,0.594
1393,bar,0.500,0.531,0.481
